cid	text	author	votes	heart	paid	category	Entext	flair_sent_fast	flair_sent_en	pysent_sent	pysent_emot	pysent_hate	offense
Ugwrw1HU_AcY_t6u0Al4AaABAg	ഇദ്ദേഹം നല്ല ഒരു മനുഷ്യനും നല്ല ഒരു നടനും ആയിരുന്നുആദരാഞ്ജലികൾ	Sajith Kumar	11	False	None	Entertainment	He was a good man and a good actor	('POSITIVE', 0.9967170357704163)	('POSITIVE', 0.9934237003326416)	POS: 	joy: 	:	0
UgwDQu_0SrI1NVFIhIh4AaABAg	കണ്ണീരിൽ കുതിർന്ന ആദരാഞ്ജലികൾ 	Athira athi	1	False	None	Entertainment	A tearful tribute	('POSITIVE', 0.7362804412841797)	('POSITIVE', 0.9928570985794067)	NEU:  	sadness: 	:	0
UgxzTx80RoVJgVPMbsl4AaABAg	അതിന്റെ നിയമം ഒക്കെ തുടക്കത്തിലേ അറിയുമല്ലോ ഇവർക്കു കണ്ണ്ണും ചെവീയും ഒന്നുമില്ലേ ഒരു കാര്യം മനസിലായി വിവരം ഇല്ലന്ന്	CLASH GAMMER	5	False	None	Entertainment	They know the law from the beginning because they don't have eyes and ears to understand one thing and have no information	('NEGATIVE', 0.9839522242546082)	('NEGATIVE', 0.9976096153259277)	NEG: 	disgust: 	:	0
UgwjbZl5vNcyPEv0xml4AaABAg	ഈ കേസ് തെളിയിക്കുന്ന ഉദ്യോഗസ്ഥൻ അവർക്ക് ഇനിയും തെളിവ് ലഭിക്കും ദിലീപ് യഥാർത്ഥത്തിൽ കുറ്റക്കാരൻ ആണ് എന്ന് തെളിഞ്ഞാൽ പരമാവധി ശിക്ഷ ലഭിച്ചിരിക്കും	Jijukumar VV	9	False	None	Entertainment	The officer who will prove this case will get more evidence and if it is proved that Dileep is really guilty then he will get maximum punishment.	('NEGATIVE', 0.8425427079200745)	('NEGATIVE', 0.9998751878738403)	NEG: 	others: 	:	0
UgyuwD3746nKcH3sXXp4AaABAg	തെറ്റ് ചെയ്തിട്ടുണ്ടെങ്കിൽ ഒരു നാൾ പിടിക്കപ്പെടും തീർച്ച 	adhi	13	False	None	Entertainment	If you have done something wrong, you will be caught one day	('POSITIVE', 0.5162156224250793)	('POSITIVE', 0.578222393989563)	NEG: 	others: 	:	0
UgyxQi2vKt9hgR-4PxF4AaABAg	മഞ്ജുച്ചേച്ചിക്ക് എന്നും നല്ലതുവരട്ടെ 	അപ്പൂസ് and അപ്പു	18	False	None	Entertainment	Good luck to Manjuchechi	('POSITIVE', 0.9114274978637695)	('POSITIVE', 0.9538120031356812)	POS: 	joy: 	:	0
UgxSC9oYz64ZCoQ52rR4AaABAg	എത്രയൊക്കെ വിശദീകരിച്ചാലും മൂന്ന് വമ്പൻമാർ ആരെന്നു പറയാൻ ആർക്കും ധൈര്യമില്ലല്ലോ	Sky Mail	24	False	None	Entertainment	No matter how many explanations are given, no one dares to say who the three giants are	('NEGATIVE', 0.9230039715766907)	('NEGATIVE', 0.7679491639137268)	NEU: 	disgust: 	:	0
UgyEupuW8SD3pMDo8094AaABAg	പ്രിയപ്പെട്ടത് പലതും കണ്മുന്നിൽ നിന്നും നഷ്ടമാവുമ്പോൾ ആരാണ് മരണത്തെ ഒന്ന് ആഗ്രഹിക്കാത്തത്	Bachufalcon	58	False	None	Entertainment	Who does not wish for death when so many things that are dear are lost before their eyes	('POSITIVE', 0.9905121922492981)	('POSITIVE', 0.9990566372871399)	NEU:  	sadness: 	:	0
UgzsMima0OhOWwBNldZ4AaABAg	കളക്കാർ മാത്രമോ സഹായത്തിനർഹൻഎത്രയോ കർഷകർതുടങ്ങി എല്ലാമേഖലയിലും അർഹരായവർ എത്രയുണ്ട്ആര് ആരെ സഹായിക്കുന്നു	Abraham Lonappan	21	False	None	Entertainment	How many deserving people are there in every field starting from farmers who are only weeders who deserve help and who is helping whom?	('NEGATIVE', 0.5141234397888184)	('NEGATIVE', 0.9039598107337952)	NEU:  	others: 	:	0
UgxhUyY4-sIQmtxiiyl4AaABAg	ഒരിക്കൽ ലോകം അറിയുന്ന ചിത്രകാരനായി തീരട്ടെ	adhi	3	False	None	Entertainment	Let him become a painter known to the world	('POSITIVE', 0.9908326268196106)	('POSITIVE', 0.998781144618988)	NEU:  	others: 	:	0
UgxGTsVw1GD-S-YKOVF4AaABAg	ജന്മം മുഴുവൻ  ഇവനെപോലുള്ള  ഒരുത്തനു ഭാര്യ  ആകുക  എന്നതിനേക്കാൾ  തുടക്കത്തിലേ  ആ താലിയെ  ഉപേക്ഷിച്ച ആ പെൺകുട്ടിയെ അഭിനന്ദിക്കുന്നു	Saraswathi Gopakumar	934	False	None	Entertainment	I admire that girl who left that thali at the beginning than to be the wife of someone like him for the rest of her life.	('POSITIVE', 0.8524277806282043)	('POSITIVE', 0.9994565844535828)	POS: 	others:  	:	0
UgzCmBykvWoSWR9ASpZ4AaABAg	ജീവിതത്തിൽ ഒന്നിച്ചില്ലേ ഇനി സീരിയലി ലും ഒന്നിച്ചൂടെ അത് കാണാനാണ് ഇഷ്ടം 	shijo jacob	27	False	None	Entertainment	If you are not together in life, now you want to watch it together in the serial	('POSITIVE', 0.8402674198150635)	('POSITIVE', 0.9851080775260925)	NEU:  	others: 	:	0
Ugwr95tVdokUXjeRFAp4AaABAg	പാവം തടി പെട്ടെന്ന് കുറഞ്ഞാൽ മതിയായിരുന്നു അമിത തടി ഉള്ളവർക്കെ അതിന്റെ വിഷമം അറിയൂ	മിന്നാമിന്നി മിന്നുംമിന്നി	143	False	None	Entertainment	It was enough for the poor person to lose weight quickly, and those who are overweight know the problem	('NEGATIVE', 0.7800754904747009)	('NEGATIVE', 0.9977317452430725)	NEG: 	sadness: 	:	0
UgyFcVkgBMDuy0jPiFZ4AaABAg	മലയാളി എവിടെ പോയാലും  എരപ്പാളി ആകും	Bindhu Suresh	40	False	None	Entertainment	Wherever a Malayali goes, he will become Erapali	('POSITIVE', 0.8224433660507202)	('POSITIVE', 0.9903630614280701)	NEU: 	others: 	:	0
Ugx8kFa1S_sEbfD5N5B4AaABAg	പെൺമക്കൾ ഉള്ള എല്ലാ മാതാപിതാക്കളും ഈ വാർത്ത ഗൗരവമായി കാണണംഒരു മാതാപിതാക്കൾക്കും ഇങ്ങനെ ഒരവസ്ഥ വരാതിരിക്കട്ടെ	kunjaatta dreams	127	False	None	Entertainment	All the parents who have daughters should take this news seriously so that no parent should ever be in this situation	('NEGATIVE', 0.6224437355995178)	('NEGATIVE', 0.719795286655426)	NEG:  	sadness:  	:	0
UgwitfofiAF3B7F6Rpl4AaABAg	ഇതു കഴിഞ്ഞാൽ ഉടനെ വിസ്മയ കൊല അങ്ങനെ പടിപടിയായി കേരളം മുന്നോട്ടു വരട്ടെ 	Vincy Philip	5	False	None	Entertainment	After this, let Kerala come forward step by step with a surprise killing	('POSITIVE', 0.9466136693954468)	('POSITIVE', 0.9864055514335632)	NEG: 	others: 	: 	0
UgwqmsTru5Ti3Qa8LnF4AaABAg	എല്ലാവരും കുറച്ച് ദിവസം പറഞ്ഞു നടക്കും പിന്നെ എല്ലാവരും മറക്കും അതാണ് മനുഷ്യന്മാർ എല്ലാം ദൈവം നമ്മളെക്കൊണ്ട് ചെയ്യിക്കുന്നതാണ് 	prabhavathi  പൊന്നൂസ്	23	False	None	Entertainment	Everyone will say it for a few days and then everyone will forget that is what God does to us as humans	('POSITIVE', 0.6801093220710754)	('POSITIVE', 0.5143582224845886)	NEU: 	others: 	:	1
UgxmoVY_oLw_1QfuNTF4AaABAg	കഥകൾ മാറിയും മറിഞ്ഞും വരും സത്യം ഒന്നേ ഒള്ളു അത് ഒരിക്കൽ പുറത്തു വരും അന്ന് രമേശ് ചേട്ടന് നീതി കിട്ടട്ടെ 	Rengith Rajan	72	False	None	Entertainment	Stories will change and change, the truth is one thing, it will come out once and for all, let Ramesh Chetan get justice.	('POSITIVE', 0.9310161471366882)	('POSITIVE', 0.9806450009346008)	NEU: 	others: 	:	0
UgxRJnioFoIXwK-RyQ94AaABAg	നന്നായി വരട്ടെ സന്തോഷത്തോടെ അടങ്ങി ഒതുങ്ങി ജീവിക്ക് 	Jaisamma Jimmy	2	False	None	Entertainment	May it be well and live happily	('POSITIVE', 0.9811310768127441)	('POSITIVE', 0.9833062291145325)	POS: 	joy: 	:	0
Ugx4QrqeatXFYwYp1hx4AaABAg	ഇതാണ്  ജന  സേവകൻ  ആയ  കളക്ടർ  ദമ്പതികൾക്ക്  മംഗളം  നേരുന്നു   	Bilal PK	127	False	None	Entertainment	This is the best wishes to the collector couple who is a public servant	('POSITIVE', 0.9996082186698914)	('POSITIVE', 0.973556637763977)	POS: 	joy: 	:	0
UgwvhJxs_1A9G9pMw1J4AaABAg	ആ കുട്ടിക്ക് സമാധാനവും ശക്തിയും കൊടുക്കണേ ഭഗവാനെ	Prema Nair	50	False	None	Entertainment	Lord give that child peace and strength	('POSITIVE', 0.9971575736999512)	('POSITIVE', 0.9978300929069519)	POS: 	others:  	:	0
Ugz2X5l8xZ0u2KOBcSF4AaABAg	അദ്ദേഹം  ആഗ്രഹിച്ചതു പോലെയുള്ള ഒരു ഭാവി ആ മോൾക്ക് ഉണ്ടാവാൻ  ഈശ്വരൻ അനുഗ്രഹിക്കട്ട	DRISHYAM	120	False	None	Entertainment	May God bless that mole to have a future like he wanted	('POSITIVE', 0.9727005958557129)	('POSITIVE', 0.9185224175453186)	POS: 	joy: 	:	1
UgwwPD6W4bYvFCtE4L14AaABAg	കുട്ടി  അനുഭവിച്ച വേദന വളരെയധികമായിരിയ്ക്കും മാതാപിതാക്കളുടെ മനോവിഷമം ചിന്തിക്കാൻ വയ്യ  എല്ലാവരുടേം ശ്രദ്ധയ്ക്ക് - കുഞ്ഞിനെ ശ്രദ്ധിച്ചു അടുത്ത്  മുതിർന്ന ആരെങ്കിലും ഒരാൾ ഇരുന്ന് നോക്കുക എന്നത് ഒരു നിർബ്ബന്ധ കാര്യമാക്കുക എല്ലാരും	Sithalakshmi PK	47	False	None	Entertainment	The pain experienced by the child will be immense and the parents' anguish is unimaginable.To everyone's attention - make it a must for everyone to sit and watch the baby with an adult nearby.	('POSITIVE', 0.9898742437362671)	('POSITIVE', 0.9964014291763306)	NEG: 	sadness: 	:	0
Ugw1LhLajaXmhL4cXBF4AaABAg	കൊറേ നാളുകൾക്കു ശേഷം ഇങ്ങനൊരു ന്യൂസ് പോലീസിനെക്കുറിച്ചു കേട്ടപ്പോൾ എന്തൊരു സന്തോഷം 	jesmy treesa	45	False	None	Entertainment	What a joy to hear about such a news police after so many days	('POSITIVE', 0.9984891414642334)	('POSITIVE', 0.9988250136375427)	POS: 	joy: 	:	0
Ugy5rgFpsFEqtoRsckl4AaABAg	ജീവിതം തുടങ്ങിയത് ഉണ്ടായിരുന്നുള്ളൂ ആ സഹോദരന്റെ മരണത്തിൽ ഒരുപാട് സങ്കടം ഉണ്ട് അദ്ദേഹത്തിന്റെ ഭാര്യയ്ക്ക് എത്രയും പെട്ടെന്ന് സുഖപ്പെട ട്ടെ  എന്ന് പ്രാർത്ഥിക്കുന്നു 	Omana Asokan	26	False	None	Entertainment	We are very saddened by the death of that brother who had just started his life and pray for his wife's speedy recovery	('NEGATIVE', 0.9353805780410767)	('POSITIVE', 0.6039655804634094)	NEU: 	sadness: 	:	0
Ugxrz1oH8Y1bRJKxKDt4AaABAg	ചെറിയ ചെറിയ വിഷമതകൾ വിവാഹസമയത്തുണ്ടാകും അത് വലിയ കഴ്ട്ടകാലം ഒഴിഞ്ഞുപോകുന്നതായി കരുതിയാമതി ഭഗവാൻ അനുഗ്രഹിക്കട്ടെ	sree sree	20	False	None	Entertainment	May the Lord bless you for thinking that there will be small problems during the marriage and that the big time will pass away.	('POSITIVE', 0.765102744102478)	('POSITIVE', 0.8690764307975769)	POS: 	others:  	:	0
UgyD-3Lf9xVrPeC2fPx4AaABAg	പാവം കുട്ടി ഒരു പാട് വേദന അനുഭവിച്ചു ആത്മാവിന് നിത്യശാന്തി നേർന്നു കൊണ്ട് ആദരാഞ്ജലികൾ	Manikandan Mani5656	280	False	None	Entertainment	Tributes to the poor child who suffered a lot and wish his soul eternal peace	('NEGATIVE', 0.6644160747528076)	('POSITIVE', 0.9934089183807373)	NEU: 	sadness: 	:	0
UgyMWypaBFqNyCFb4614AaABAg	ആരോഗ്യ മന്ത്രി വീണയുടെ കൂട്ടരുടെയും പേരിൽ കേസ് എടുക്കട്ടെ	Anju Jojo	1	False	None	Entertainment	Let the case be filed on behalf of health minister Veena's group too	('POSITIVE', 0.5405666828155518)	('POSITIVE', 0.840949296951294)	NEU: 	others: 	:	0
Ugwg8dPWV5cvlGEVWR14AaABAg	ഞാൻ അല്ല എൻ്റെ ഗർഭം ഇങ്ങനല്ല	Jai Thrickodithanam	34	False	None	Entertainment	It's not me, my pregnancy is not like this	('NEGATIVE', 0.9987911581993103)	('NEGATIVE', 0.9962041974067688)	NEG:  	others: 	:	0
UgxVHOvbmL9dfatZsQV4AaABAg.9b0J4RaDCWD9bPidBFKHez	ഞാൻ ഇവിടെ വന്നിട്ടുണ്ടായിരുന്നു അതും നീ പോവുന്ന എന്റെ രണ്ടു ദിവസത്തിന് ശേഷം	Lekha L T	0	False	None	Entertainment	I had come here and that too two days after you left	('NEGATIVE', 0.9402524828910828)	('NEGATIVE', 0.9950302839279175)	NEU: 	others: 	:	0
Ugygj0tNFvzdoak9JMd4AaABAg	നമ്മടെ നാട്ടിൽ വന്നു പോയി അല്ലെ പൊളിക്ക് മച്ചാനെ 	Shahid Muhammad	29	False	None	Entertainment	Come and go with us in the country, bro	('POSITIVE', 0.9446307420730591)	('POSITIVE', 0.9959873557090759)	NEU: 	others: 	:	0
Ugyej7ywUYVVPzteCFB4AaABAg	സിനിമ കൊണ്ട് അങ്ങ് ഉപദ്രവിക്കുവാണ്	Gopakumar	1	False	None	Entertainment	You will be harmed by the movie	('NEGATIVE', 0.9148276448249817)	('NEGATIVE', 0.9738603234291077)	NEG: 	fear: 	:	0
UgwNnv9hqjDyxCoRCg54AaABAg	എല്ലാ ആഴ്ചയും  ഇങ്ങനെ ഇടണമെന്നില്ല	Gopakumar	6	False	None	Entertainment	You don't have to do it every week	('POSITIVE', 0.5992274284362793)	('POSITIVE', 0.9942376613616943)	NEU: 	others: 	:	0
Ugwdcetmjbjol7dDixJ4AaABAg	ചളി 	Jafar muhammed	3	False	None	Entertainment	mud	('NEGATIVE', 0.9362174868583679)	('NEGATIVE', 0.9998247027397156)	NEU: 	others: 	:	0
UgyJVNh4YX2UOOcPwDV4AaABAg	അവസാന ശ്വാസം വരെ പോരാടി തോറ്റ ജഗതി ചേട്ടന്  ലൈക്ക് അടി	Naveen Tk Tiger shroff	5	False	None	Entertainment	Like hit to Jagati Chetan who fought till his last breath	('POSITIVE', 0.924978494644165)	('POSITIVE', 0.9965766072273254)	NEU: 	others:  	:	0
Ugx_n5yN2T4UrYvUGBR4AaABAg	ഇന്ന് ഏഷ്യാനെറ്റ് ൽ  നാളെ പ്ലസിൽ മറ്റന്നാൾ ഏഷ്യാനെറ്റ് മൂവീസിൽഅതിന്റെ പിറ്റെന്നാൾ ദിവസം  കൈരളിൽഅതിനടുത്ത  ദിവസം  വീണ്ടും ഏഷ്യാനെറ്റിൽ	Gopakumar	1	False	None	Entertainment	Today on Asianet Tomorrow on Plus The day after that on Asianet Movies The day after that on Kairal The day after that again on Asianet	('NEGATIVE', 0.9530550837516785)	('NEGATIVE', 0.6704174280166626)	NEU: 	others: 	:	0
UgwMoxjr1QOi-YdB2Qd4AaABAg	ഇത് എല്ലാ ആഴ്ചയും  നേർച്ച ആണോഎടുത്തോണ്ട് പോടോ	Gopakumar	2	False	None	Entertainment	Is it a vow every week?	('NEGATIVE', 0.5999926924705505)	('POSITIVE', 0.9591591358184814)	NEU: 	others: 	:	0
Ugzun5uHOI3He-FY2bN4AaABAg	ഒരാഴ്ചയെങ്കിലും ഈ  പടത്തിനൊരു  റസ്റ്റ് കൊടുക്കടോ	Gopakumar	4	False	None	Entertainment	Give this film a rest for at least a week	('NEGATIVE', 0.502570390701294)	('NEGATIVE', 0.9914002418518066)	NEU: 	disgust: 	:	0
Ugymwsa_Rkns_AH3gut4AaABAg	ലാലേട്ടൻ്റെ എക്കാലത്തെയും മികച്ച കഥാപാത്രം ഇതിനുമുൻപും ഇങ്ങനെ ഒരു കഥാപാത്രം കിട്ടിയിട്ടില്ല ഇതിനുശേഷവും ഇങ്ങനെ ഒരു കേന്ദ്രകഥാപാത്രം കിട്ടിയിട്ടില്ല	SrEEpS	2	False	None	Entertainment	Lalettan's best character ever Never got a character like this before and never got a central character like this.	('POSITIVE', 0.9937517046928406)	('POSITIVE', 0.983807384967804)	POS: 	joy: 	:	0
UgzItRlEc0SvAhd_P8p4AaABAg	ഈ  ആഴ്ചത്തെ തണ്ണീർ മത്തൻ	Gopakumar	8	False	None	Entertainment	This week's Tannir Mathan	('NEGATIVE', 0.7380431294441223)	('POSITIVE', 0.9967125654220581)	NEU: 	others: 	:	0
UgxbTLz2f7dwVsu-nnh4AaABAg	ഇതൊരു വല്ലാത്ത സിനിമയാണ്അതുവരെ വന്നിട്ടിലാത്തതും   ഇനിയൊരിക്കലും വരാതത്തുമായ സിനിമസുന്ദര കില്ലാടി 	Megha S Nair	10	False	None	Entertainment	This is a bad movie, a movie Sundara Killadi that has never been seen before and will never be seen again	('NEGATIVE', 0.9997351765632629)	('NEGATIVE', 0.9999818801879883)	NEG: 	others: 	:	0
UgyEDMC5cO4kKUkjzIl4AaABAg	ഇൗ നീരജ് മാധവ് ഇപ്പോ എവിടെ സിനിമയിൽ ഒന്നും കാണുന്നില്ല	Faseeh Karumbil	6	False	None	Entertainment	Yew Neeraj Madhav is nowhere to be seen in the movies	('NEGATIVE', 0.5325015187263489)	('NEGATIVE', 0.9995914101600647)	NEG:  	disgust: 	:	0
Ugx04cqCgsnnGwUpsTV4AaABAg	ചെറുക്കനെ കൊണ്ടുവന്നതാണ് അല്ലേ നടക്കൂല മുതലാളി നടക്കുലേ അയ്യോ എന്നാൽ നമ്മൾ തോളത്ത് എടുത്തു കൊണ്ടുപോകാം നീ എടുക്കടാ ഇവ എടുത്തോളാന്ന്	Naveen Tk Tiger shroff	1	False	None	Entertainment	You brought the little one, didn't you, boss, but we can take it on our shoulders, you take these, take these	('POSITIVE', 0.9286428093910217)	('POSITIVE', 0.9974270462989807)	NEU: 	others: 	:	0
UgyvRpUFg_t8yB1UexN4AaABAg	ബിജു മേനോൻ പൊളി 	COC POWER	4	False	None	Entertainment	Biju Menon Poli	('POSITIVE', 0.9059011936187744)	('POSITIVE', 0.6673811674118042)	NEU: 	others: 	:	0
UgxWI90eNuOIsgrVYcZ4AaABAg	ലേഡി സൂപ്പർസ്റ്റാറിന് ഒരായിരം ജന്മദിനാശംസകൾ	Khaleel Khaleel	2	False	None	Entertainment	Happy 1000th birthday to the lady superstar	('POSITIVE', 0.9992045760154724)	('POSITIVE', 0.9956230521202087)	POS: 	joy: 	:	0
UgzGryRja9L7CrO8B614AaABAg	ഒരാഴ്ച ഈ പടത്തിനും  കാണുന്നവർക്കും ഒരു റസ്റ്റ് കൊടുത്തുകൂടെ	Gopakumar	14	False	None	Entertainment	Let's give this film and the viewers a rest for a week	('POSITIVE', 0.8868142366409302)	('POSITIVE', 0.5749363899230957)	NEU: 	disgust: 	:	0
Ugxbod2c9IrTFvxH15p4AaABAg	ഞാൻ  ആരാ എന്ന് അല്ലേ മനുഷ്യൻ  ജീവൻ വില കല്പിക്കുന്ന മൃഗം  അല്ലാതെ മരണം വരെ പോരാടുന്ന അഭിമാനം ഉള്ള ഒരു പോരാളി 	Bamboo Bee	1	False	None	Entertainment	I am not a man but an animal who values ââhis life and a proud warrior who fights to the death	('NEGATIVE', 0.8524547219276428)	('POSITIVE', 0.9107852578163147)	POS: 	others: 	:	0
Ugymkbna4dXO8mZnMHp4AaABAg	വട്ടാണ്ണല്ലേ 	22 Adhi Krishna cu 9B	2	False	None	Entertainment	Isn't it?	('NEGATIVE', 0.9780750274658203)	('POSITIVE', 0.8219067454338074)	NEU: 	others: 	:	0
Ugw_W7A4pdg3kw8408d4AaABAg	മുകേഷ് പൊളി 	COC POWER	8	False	None	Entertainment	Mukesh Poli	('POSITIVE', 0.9054563641548157)	('NEGATIVE', 0.9992311000823975)	NEU: 	others: 	:	0
UgyPW_Xy_prCsK0fkb14AaABAg	പുലിമുരുകൻ ആട് 2 ഇട്ടിമാണി മൈ ബോസ് മായാമോഹിനി ഇതിലേതെങ്കിലും നാളെ ഉണ്ടാവും എന്ന് വിചാരിക്കുന്നു നിരാശപ്പെടുത്തരുത് ഒരു സിനിമ 30 തവണ ഒരു മാസത്തിൽ അത് തെറ്റിക്കരുത്	Madhu Km	4	False	None	Entertainment	Pulimurugan Aadu 2 Ittimaani My Boss Mayamohini Any of these I think there will be tomorrow Don't get disappointed One movie 30 times in a month Don't miss it	('POSITIVE', 0.8884667158126831)	('POSITIVE', 0.9253622889518738)	POS: 	others: 	:	0
Ugy5JQRzE3VZ_u5wT9V4AaABAg	ഹൃദയം കണ്ടു പ്രണവ് പൊളിച്ചു 	സക്കീർ ഭായ്	4	False	None	Entertainment	Pranav saw the heart and broke it	('NEGATIVE', 0.5888831615447998)	('POSITIVE', 0.9663397669792175)	NEG:  	sadness: 	:	0
UgyBQnHfUgePuQ-cs014AaABAg	എന്നാ കേട്ടോ നടക്കില്ല  എങ്കിൽ വേണ്ടാ ഡാ  അപ്പോൾ ഇതും  നടക്കാൻ പോണില്ല പോയി വല്ല പണി നോക്കടാ 	Bamboo Bee	0	False	None	Entertainment	If it doesn't work, then don't go, then this is also not going to work	('NEGATIVE', 0.9971042275428772)	('NEGATIVE', 0.9999452829360962)	NEG: 	others: 	:	0
UgxeO6poo0U_r-33IXV4AaABAg	രണ്ടുപേരുടെയും മുഖത്തേ എക്സപ്രഷൻ പൊളി 	COC POWER	22	False	None	Entertainment	The expressions on the faces of both of them are pale	('NEGATIVE', 0.7023418545722961)	('NEGATIVE', 0.9989079236984253)	NEG:  	others: 	:	0
UgydAnVzcsC1dBymkqx4AaABAg	മോന് ഞാൻ വേറെ ഒപ്പിച്ചു തരാം നിനക്കൊരു പെങ്ങളില്ലെടാ 	Manu Manu	3	False	None	Entertainment	I will give you another sign. Don't you have a sister?	('POSITIVE', 0.5750604867935181)	('POSITIVE', 0.6069137454032898)	NEU: 	others: 	:	0
UgxbmkI4jJgHJRl-HdJ4AaABAg	പെങ്ങളെ പരിജയ പെട്ടോ 	VAISAKH Gk	69	False	None	Entertainment	Let's defeat you	('NEGATIVE', 0.6201131343841553)	('NEGATIVE', 0.9940721392631531)	NEG: 	others: 	:	0
Ugz9yngiWlqVC0x0dkN4AaABAg	പൊക്കി പൊക്കി തഴയിടുയോ  ഒന്ന് സമാധാനമായിട്ട് സിനിമ കണ്ടോട്ടെ ബ്രേക്ക് വരുമ്പോ ഈ മോന്തസ്കണ്ടിട്ട്  കണ്ടിട്ട്  ദേഷ്യം വരുന്നു	MASTER😎	0	False	None	Entertainment	Poke, poke, clap, watch the movie in peace, when the break comes, I get angry after watching this montaskand.	('NEGATIVE', 0.6671626567840576)	('NEGATIVE', 0.7862047553062439)	NEG: 	anger: 	:	0
Ugya2Mx08p6ERQXGIuV4AaABAg	എനിക്ക് ചപ്പാത്തി നഹി നഹി 	Basil K George	7	False	None	Entertainment	I have chapati nahi nahi	('POSITIVE', 0.78854900598526)	('NEGATIVE', 0.99978107213974)	NEU: 	others: 	:	0
UgzdpEfFPbpE94QzUCd4AaABAg	ഈ സിനിമയിലെ രോമാഞ്ചം തന്ന സീൻ 	ꪑs:-ρ	3	False	None	Entertainment	Thrilling scene in this movie	('POSITIVE', 0.9975898265838623)	('POSITIVE', 0.9995032548904419)	POS: 	joy: 	:	0
UgzUUzC1ElwMESjFrct4AaABAg	അപ്പുവാണ്  ഹീറോ 	Sobhana Sarada	2	False	None	Entertainment	Apu is the hero	('POSITIVE', 0.9825620651245117)	('POSITIVE', 0.9949933886528015)	POS: 	joy: 	:	0
Ugzi9DDE4EFlISbP5aB4AaABAg.9cNq7ntFZyX9cNxepW_eQY	ഈ പരിപാടി സഹിക്കാൻ പറ്റാതായി	James John	2	False	None	Entertainment	I can't stand this show	('NEGATIVE', 0.9880289435386658)	('NEGATIVE', 0.9999897480010986)	NEG: 	disgust: 	:	0
UgykTGyrdiaxZSfrW5l4AaABAg	സഽസികാ	Asmil Kb	2	False	None	Entertainment	Sasika	('POSITIVE', 0.659929096698761)	('POSITIVE', 0.9909466505050659)	NEU: 	others: 	:	0
UgwySaGKwJBZg0OwElJ4AaABAg	സുപർ ആയ്	Firos Firu	0	False	None	Entertainment	Super	('POSITIVE', 0.9692316651344299)	('POSITIVE', 0.9972904920578003)	POS: 	others: 	:	0
UgxPAOd6CuEpSPpKBmh4AaABAg	പഴയതാണ് നല്ലത്	Manumanu Kumar	4	False	None	Entertainment	Old is better	('NEGATIVE', 0.7502585649490356)	('NEGATIVE', 0.9851973652839661)	POS: 	others: 	:	0
Ugy9CiYvXeHNZQZMtWp4AaABAg	ദൈവം ആയുസ് ആരോഗ്യവും കൊടുക്കട്ടെ 	Rajeesh karolil	1	False	None	Entertainment	May God give you long life and good health	('POSITIVE', 0.9941232800483704)	('POSITIVE', 0.997633695602417)	POS: 	joy: 	:	1
Ugw2g4X-Zg3FM6wpxwV4AaABAg	മോളെയും മാസ്റ്റർനെയും അഭിനന്ദിക്കുന്നു 	Suju Thomas	4	False	None	Entertainment	Kudos to Molly and Master	('POSITIVE', 0.998042106628418)	('POSITIVE', 0.9969447255134583)	POS: 	joy: 	:	0
UgyiADqBG8VgP0fqSOJ4AaABAg	സൂപ്പർ വോയിസ്	Jijothomas Thariode	2	False	None	Entertainment	Super Voice	('POSITIVE', 0.9692409634590149)	('POSITIVE', 0.9992107152938843)	POS: 	others: 	:	0
Ugwb9xKgh9C-hPkR_Yh4AaABAg	പൊളിച്ചു 	BA.Ibrahim Bathisha Badhu	0	False	None	Entertainment	Demolished	('NEGATIVE', 0.9811131954193115)	('NEGATIVE', 0.9040477275848389)	NEG: 	others: 	:	0
Ugw27AMoJXYWh5Y6J754AaABAg	കേട്ടപ്പോൾ ഒരു വിഷമം സിനിമയിൽ വില്ലൻ ജീവിതത്തിൽ നല്ലൊരു ഹീറോ എന്നും നന്മകൾ ഉണ്ടാവട്ടെ ഇവർക്ക്	Dream Lover kochi	460	False	None	Entertainment	I felt sad when I heard that in the movie, the villain is a good hero in life. May they always have good things	('POSITIVE', 0.9807831645011902)	('POSITIVE', 0.5871135592460632)	NEU: 	sadness: 	:	1
UgzDRXjqZtYl46kZH2F4AaABAg	ശേരിക്കും ചിരിച്ചു 	SamsungA12 SamsungA12	0	False	None	Entertainment	Laughed right	('POSITIVE', 0.9527202248573303)	('POSITIVE', 0.9910423755645752)	POS: 	others: 	:	0
UgwVYZvyWWvMqO5bb4F4AaABAg	സ്വാസികയുടെ മകളോ	Usha A	2	False	None	Entertainment	Daughter of Swasika	('POSITIVE', 0.9005361795425415)	('POSITIVE', 0.8993165493011475)	NEU: 	others: 	:	0
UgyPidK3yr9hAGlLGJF4AaABAg	ജസീല 	Mhd Fayis	0	False	None	Entertainment	Jazeela	('POSITIVE', 0.659929096698761)	('POSITIVE', 0.8980454802513123)	NEU: 	others: 	:	0
UgynLTXQtQLb_3zheuh4AaABAg	ഏറ്റവും ഹൈലിറ്റ് നാദർഷ	സസ്നേഹം	1	False	None	Entertainment	The most highlighted view	('POSITIVE', 0.942093014717102)	('POSITIVE', 0.9996973276138306)	NEU: 	others: 	:	0
